STORE_ID,STORE_COUNTRY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_ID,MRP,CP,DISCOUNT,SP,TRANSACTION_DATE
AM5129,EUR,Amsterdam,Cosmetics,66631774,66,EUR 26.04,EUR 3.36,EUR 38.64,05/28/2020
AM5129,EUR,Amsterdam,Electronics,59226989,77,EUR 39.60,EUR 3.30,EUR 51.70,05/28/2020
AM5129,EUR,Amsterdam,Groceries,86525268,61,EUR 42.75,EUR 2.85,EUR 54.15,05/28/2020
AM5129,EUR,Amsterdam,Education,50588989,51,EUR 34.30,EUR 4.90,EUR 44.10,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,38037109,73,EUR 19.50,EUR 1.82,EUR 24.18,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,44604187,80,EUR 25.74,EUR 1.95,EUR 37.05,05/28/2020
AM5129,EUR,Amsterdam,Electronics,81883544,24,EUR 25.35,EUR 3.51,EUR 35.49,05/28/2020
AM5129,EUR,Amsterdam,Education,39160461,90,EUR 60.75,EUR 2.43,EUR 78.57,05/28/2020
AM5129,EUR,Amsterdam,Electronics,77208862,92,EUR 56.98,EUR 2.31,EUR 74.69,05/28/2020
AM5129,EUR,Amsterdam,Education,10118103,30,EUR 45.14,EUR 4.44,EUR 69.56,05/28/2020
AM5129,EUR,Amsterdam,Furniture,96341552,63,EUR 31.50,EUR 4.50,EUR 45.50,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,78606872,68,EUR 8.40,EUR 1.20,EUR 10.80,05/28/2020
AM5129,EUR,Amsterdam,Education,78609619,12,EUR 7.32,EUR 0.84,EUR 11.16,05/28/2020
AM5129,EUR,Amsterdam,Groceries,90142517,94,EUR 29.90,EUR 2.76,EUR 43.24,05/28/2020
AM5129,EUR,Amsterdam,Fashion,36584167,93,EUR 42.90,EUR 3.96,EUR 62.04,05/28/2020
AM5129,EUR,Amsterdam,Fashion,67225036,59,EUR 21.45,EUR 2.97,EUR 30.03,05/28/2020
AM5129,EUR,Amsterdam,Electronics,30017089,11,EUR 62.16,EUR 3.36,EUR 80.64,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,37798156,31,EUR 34.04,EUR 1.84,EUR 44.16,05/28/2020
AM5129,EUR,Amsterdam,Education,68320922,19,EUR 63.75,EUR 8.50,EUR 76.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,48562011,12,EUR 52.08,EUR 6.72,EUR 77.28,05/28/2020
AM5129,EUR,Amsterdam,Electronics,31382141,13,EUR 48.64,EUR 1.52,EUR 74.48,05/28/2020
AM5129,EUR,Amsterdam,Education,27674255,54,EUR 21.70,EUR 3.50,EUR 31.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,10856933,40,EUR 67.45,EUR 6.65,EUR 88.35,05/28/2020
AM5129,EUR,Amsterdam,Cosmetics,54516601,55,EUR 30.00,EUR 2.00,EUR 38.00,05/28/2020
AM5129,EUR,Amsterdam,Electronics,38410644,49,EUR 17.64,EUR 2.80,EUR 25.20,05/28/2020
AM5129,EUR,Amsterdam,Furniture,78524475,21,EUR 69.84,EUR 4.85,EUR 92.15,05/28/2020
AM5129,EUR,Amsterdam,Fashion,21895446,22,EUR 29.25,EUR 2.25,EUR 42.75,05/28/2020
AM5129,EUR,Amsterdam,Furniture,89134521,58,EUR 10.56,EUR 0.64,EUR 15.36,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,28462524,69,EUR 61.32,EUR 5.88,EUR 78.12,05/28/2020
AM5129,EUR,Amsterdam,Education,54527587,74,EUR 43.55,EUR 5.20,EUR 59.80,05/28/2020
AM5129,EUR,Amsterdam,Groceries,35202636,17,EUR 22.68,EUR 2.88,EUR 33.12,05/28/2020
AM5129,EUR,Amsterdam,Education,67054748,47,EUR 48.10,EUR 2.96,EUR 71.04,05/28/2020
AM5129,EUR,Amsterdam,Education,48402709,48,EUR 22.94,EUR 2.79,EUR 28.21,05/28/2020
AM5129,EUR,Amsterdam,Fashion,72583618,71,EUR 48.00,EUR 4.50,EUR 70.50,05/28/2020
AM5129,EUR,Amsterdam,Cosmetics,66631774,19,EUR 26.04,EUR 3.36,EUR 38.64,05/28/2020
AM5129,EUR,Amsterdam,Electronics,59226989,24,EUR 39.60,EUR 3.30,EUR 51.70,05/28/2020
AM5129,EUR,Amsterdam,Groceries,86525268,61,EUR 42.75,EUR 2.85,EUR 54.15,05/28/2020
AM5129,EUR,Amsterdam,Education,50588989,40,EUR 34.30,EUR 4.90,EUR 44.10,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,38037109,52,EUR 19.50,EUR 1.82,EUR 24.18,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,44604187,26,EUR 25.74,EUR 1.95,EUR 37.05,05/28/2020
AM5129,EUR,Amsterdam,Electronics,81883544,81,EUR 25.35,EUR 3.51,EUR 35.49,05/28/2020
AM5129,EUR,Amsterdam,Education,39160461,11,EUR 60.75,EUR 2.43,EUR 78.57,05/28/2020
AM5129,EUR,Amsterdam,Electronics,77208862,17,EUR 56.98,EUR 2.31,EUR 74.69,05/28/2020
AM5129,EUR,Amsterdam,Education,10118103,31,EUR 45.14,EUR 4.44,EUR 69.56,05/28/2020
AM5129,EUR,Amsterdam,Furniture,96341552,38,EUR 31.50,EUR 4.50,EUR 45.50,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,78606872,80,EUR 8.40,EUR 1.20,EUR 10.80,05/28/2020
AM5129,EUR,Amsterdam,Education,78609619,62,EUR 7.32,EUR 0.84,EUR 11.16,05/28/2020
AM5129,EUR,Amsterdam,Groceries,90142517,100,EUR 29.90,EUR 2.76,EUR 43.24,05/28/2020
AM5129,EUR,Amsterdam,Fashion,36584167,78,EUR 42.90,EUR 3.96,EUR 62.04,05/28/2020
AM5129,EUR,Amsterdam,Fashion,67225036,65,EUR 21.45,EUR 2.97,EUR 30.03,05/28/2020
AM5129,EUR,Amsterdam,Electronics,30017089,32,EUR 62.16,EUR 3.36,EUR 80.64,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,37798156,85,EUR 34.04,EUR 1.84,EUR 44.16,05/28/2020
AM5129,EUR,Amsterdam,Education,68320922,26,EUR 63.75,EUR 8.50,EUR 76.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,48562011,39,EUR 52.08,EUR 6.72,EUR 77.28,05/28/2020
AM5129,EUR,Amsterdam,Electronics,31382141,34,EUR 48.64,EUR 1.52,EUR 74.48,05/28/2020
AM5129,EUR,Amsterdam,Education,27674255,61,EUR 21.70,EUR 3.50,EUR 31.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,10856933,76,EUR 67.45,EUR 6.65,EUR 88.35,05/28/2020
AM5129,EUR,Amsterdam,Cosmetics,54516601,46,EUR 30.00,EUR 2.00,EUR 38.00,05/28/2020
AM5129,EUR,Amsterdam,Electronics,38410644,73,EUR 17.64,EUR 2.80,EUR 25.20,05/28/2020
AM5129,EUR,Amsterdam,Furniture,78524475,23,EUR 69.84,EUR 4.85,EUR 92.15,05/28/2020
AM5129,EUR,Amsterdam,Fashion,21895446,57,EUR 29.25,EUR 2.25,EUR 42.75,05/28/2020
AM5129,EUR,Amsterdam,Furniture,89134521,33,EUR 10.56,EUR 0.64,EUR 15.36,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,28462524,96,EUR 61.32,EUR 5.88,EUR 78.12,05/28/2020
AM5129,EUR,Amsterdam,Education,54527587,73,EUR 43.55,EUR 5.20,EUR 59.80,05/28/2020
AM5129,EUR,Amsterdam,Groceries,35202636,27,EUR 22.68,EUR 2.88,EUR 33.12,05/28/2020
AM5129,EUR,Amsterdam,Education,67054748,35,EUR 48.10,EUR 2.96,EUR 71.04,05/28/2020
AM5129,EUR,Amsterdam,Education,48402709,58,EUR 22.94,EUR 2.79,EUR 28.21,05/28/2020
AM5129,EUR,Amsterdam,Fashion,72583618,27,EUR 48.00,EUR 4.50,EUR 70.50,05/28/2020
AM5129,EUR,Amsterdam,Cosmetics,66631774,14,EUR 26.04,EUR 3.36,EUR 38.64,05/28/2020
AM5129,EUR,Amsterdam,Electronics,59226989,98,EUR 39.60,EUR 3.30,EUR 51.70,05/28/2020
AM5129,EUR,Amsterdam,Groceries,86525268,42,EUR 42.75,EUR 2.85,EUR 54.15,05/28/2020
AM5129,EUR,Amsterdam,Education,50588989,100,EUR 34.30,EUR 4.90,EUR 44.10,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,38037109,68,EUR 19.50,EUR 1.82,EUR 24.18,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,44604187,92,EUR 25.74,EUR 1.95,EUR 37.05,05/28/2020
AM5129,EUR,Amsterdam,Electronics,81883544,73,EUR 25.35,EUR 3.51,EUR 35.49,05/28/2020
AM5129,EUR,Amsterdam,Education,39160461,72,EUR 60.75,EUR 2.43,EUR 78.57,05/28/2020
AM5129,EUR,Amsterdam,Electronics,77208862,41,EUR 56.98,EUR 2.31,EUR 74.69,05/28/2020
AM5129,EUR,Amsterdam,Education,10118103,81,EUR 45.14,EUR 4.44,EUR 69.56,05/28/2020
AM5129,EUR,Amsterdam,Furniture,96341552,24,EUR 31.50,EUR 4.50,EUR 45.50,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,78606872,71,EUR 8.40,EUR 1.20,EUR 10.80,05/28/2020
AM5129,EUR,Amsterdam,Education,78609619,26,EUR 7.32,EUR 0.84,EUR 11.16,05/28/2020
AM5129,EUR,Amsterdam,Groceries,90142517,61,EUR 29.90,EUR 2.76,EUR 43.24,05/28/2020
AM5129,EUR,Amsterdam,Fashion,36584167,40,EUR 42.90,EUR 3.96,EUR 62.04,05/28/2020
AM5129,EUR,Amsterdam,Fashion,67225036,51,EUR 21.45,EUR 2.97,EUR 30.03,05/28/2020
AM5129,EUR,Amsterdam,Electronics,30017089,20,EUR 62.16,EUR 3.36,EUR 80.64,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,37798156,63,EUR 34.04,EUR 1.84,EUR 44.16,05/28/2020
AM5129,EUR,Amsterdam,Education,68320922,69,EUR 63.75,EUR 8.50,EUR 76.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,48562011,95,EUR 52.08,EUR 6.72,EUR 77.28,05/28/2020
AM5129,EUR,Amsterdam,Electronics,31382141,64,EUR 48.64,EUR 1.52,EUR 74.48,05/28/2020
AM5129,EUR,Amsterdam,Education,27674255,95,EUR 21.70,EUR 3.50,EUR 31.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,10856933,16,EUR 67.45,EUR 6.65,EUR 88.35,05/28/2020
AM5129,EUR,Amsterdam,Cosmetics,54516601,59,EUR 30.00,EUR 2.00,EUR 38.00,05/28/2020
AM5129,EUR,Amsterdam,Electronics,38410644,61,EUR 17.64,EUR 2.80,EUR 25.20,05/28/2020
AM5129,EUR,Amsterdam,Furniture,78524475,53,EUR 69.84,EUR 4.85,EUR 92.15,05/28/2020
AM5129,EUR,Amsterdam,Fashion,21895446,74,EUR 29.25,EUR 2.25,EUR 42.75,05/28/2020
AM5129,EUR,Amsterdam,Furniture,89134521,76,EUR 10.56,EUR 0.64,EUR 15.36,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,28462524,35,EUR 61.32,EUR 5.88,EUR 78.12,05/28/2020
AM5129,EUR,Amsterdam,Education,54527587,99,EUR 43.55,EUR 5.20,EUR 59.80,05/28/2020
AM5129,EUR,Amsterdam,Groceries,35202636,43,EUR 22.68,EUR 2.88,EUR 33.12,05/28/2020
AM5129,EUR,Amsterdam,Education,67054748,44,EUR 48.10,EUR 2.96,EUR 71.04,05/28/2020
AM5129,EUR,Amsterdam,Education,48402709,52,EUR 22.94,EUR 2.79,EUR 28.21,05/28/2020
AM5129,EUR,Amsterdam,Fashion,72583618,38,EUR 48.00,EUR 4.50,EUR 70.50,05/28/2020
AM5129,EUR,Amsterdam,Cosmetics,66631774,61,EUR 26.04,EUR 3.36,EUR 38.64,05/28/2020
AM5129,EUR,Amsterdam,Electronics,59226989,63,EUR 39.60,EUR 3.30,EUR 51.70,05/28/2020
AM5129,EUR,Amsterdam,Groceries,86525268,30,EUR 42.75,EUR 2.85,EUR 54.15,05/28/2020
AM5129,EUR,Amsterdam,Education,50588989,33,EUR 34.30,EUR 4.90,EUR 44.10,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,38037109,49,EUR 19.50,EUR 1.82,EUR 24.18,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,44604187,52,EUR 25.74,EUR 1.95,EUR 37.05,05/28/2020
AM5129,EUR,Amsterdam,Electronics,81883544,48,EUR 25.35,EUR 3.51,EUR 35.49,05/28/2020
AM5129,EUR,Amsterdam,Education,39160461,16,EUR 60.75,EUR 2.43,EUR 78.57,05/28/2020
AM5129,EUR,Amsterdam,Electronics,77208862,13,EUR 56.98,EUR 2.31,EUR 74.69,05/28/2020
AM5129,EUR,Amsterdam,Education,10118103,75,EUR 45.14,EUR 4.44,EUR 69.56,05/28/2020
AM5129,EUR,Amsterdam,Furniture,96341552,21,EUR 31.50,EUR 4.50,EUR 45.50,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,78606872,62,EUR 8.40,EUR 1.20,EUR 10.80,05/28/2020
AM5129,EUR,Amsterdam,Education,78609619,54,EUR 7.32,EUR 0.84,EUR 11.16,05/28/2020
AM5129,EUR,Amsterdam,Groceries,90142517,64,EUR 29.90,EUR 2.76,EUR 43.24,05/28/2020
AM5129,EUR,Amsterdam,Fashion,36584167,11,EUR 42.90,EUR 3.96,EUR 62.04,05/28/2020
AM5129,EUR,Amsterdam,Fashion,67225036,20,EUR 21.45,EUR 2.97,EUR 30.03,05/28/2020
AM5129,EUR,Amsterdam,Electronics,30017089,94,EUR 62.16,EUR 3.36,EUR 80.64,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,37798156,35,EUR 34.04,EUR 1.84,EUR 44.16,05/28/2020
AM5129,EUR,Amsterdam,Education,68320922,15,EUR 63.75,EUR 8.50,EUR 76.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,48562011,72,EUR 52.08,EUR 6.72,EUR 77.28,05/28/2020
AM5129,EUR,Amsterdam,Electronics,31382141,61,EUR 48.64,EUR 1.52,EUR 74.48,05/28/2020
AM5129,EUR,Amsterdam,Education,27674255,37,EUR 21.70,EUR 3.50,EUR 31.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,10856933,22,EUR 67.45,EUR 6.65,EUR 88.35,05/28/2020
AM5129,EUR,Amsterdam,Cosmetics,54516601,50,EUR 30.00,EUR 2.00,EUR 38.00,05/28/2020
AM5129,EUR,Amsterdam,Electronics,38410644,69,EUR 17.64,EUR 2.80,EUR 25.20,05/28/2020
AM5129,EUR,Amsterdam,Furniture,78524475,23,EUR 69.84,EUR 4.85,EUR 92.15,05/28/2020
AM5129,EUR,Amsterdam,Fashion,21895446,32,EUR 29.25,EUR 2.25,EUR 42.75,05/28/2020
AM5129,EUR,Amsterdam,Furniture,89134521,92,EUR 10.56,EUR 0.64,EUR 15.36,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,28462524,61,EUR 61.32,EUR 5.88,EUR 78.12,05/28/2020
AM5129,EUR,Amsterdam,Education,54527587,25,EUR 43.55,EUR 5.20,EUR 59.80,05/28/2020
AM5129,EUR,Amsterdam,Groceries,35202636,48,EUR 22.68,EUR 2.88,EUR 33.12,05/28/2020
AM5129,EUR,Amsterdam,Education,67054748,49,EUR 48.10,EUR 2.96,EUR 71.04,05/28/2020
AM5129,EUR,Amsterdam,Education,48402709,27,EUR 22.94,EUR 2.79,EUR 28.21,05/28/2020
AM5129,EUR,Amsterdam,Fashion,72583618,20,EUR 48.00,EUR 4.50,EUR 70.50,05/28/2020
AM5129,EUR,Amsterdam,Cosmetics,66631774,42,EUR 26.04,EUR 3.36,EUR 38.64,05/28/2020
AM5129,EUR,Amsterdam,Electronics,59226989,13,EUR 39.60,EUR 3.30,EUR 51.70,05/28/2020
AM5129,EUR,Amsterdam,Groceries,86525268,27,EUR 42.75,EUR 2.85,EUR 54.15,05/28/2020
AM5129,EUR,Amsterdam,Education,50588989,15,EUR 34.30,EUR 4.90,EUR 44.10,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,38037109,70,EUR 19.50,EUR 1.82,EUR 24.18,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,44604187,52,EUR 25.74,EUR 1.95,EUR 37.05,05/28/2020
AM5129,EUR,Amsterdam,Electronics,81883544,12,EUR 25.35,EUR 3.51,EUR 35.49,05/28/2020
AM5129,EUR,Amsterdam,Education,39160461,89,EUR 60.75,EUR 2.43,EUR 78.57,05/28/2020
AM5129,EUR,Amsterdam,Electronics,77208862,52,EUR 56.98,EUR 2.31,EUR 74.69,05/28/2020
AM5129,EUR,Amsterdam,Education,10118103,14,EUR 45.14,EUR 4.44,EUR 69.56,05/28/2020
AM5129,EUR,Amsterdam,Furniture,96341552,89,EUR 31.50,EUR 4.50,EUR 45.50,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,78606872,47,EUR 8.40,EUR 1.20,EUR 10.80,05/28/2020
AM5129,EUR,Amsterdam,Education,78609619,39,EUR 7.32,EUR 0.84,EUR 11.16,05/28/2020
AM5129,EUR,Amsterdam,Groceries,90142517,99,EUR 29.90,EUR 2.76,EUR 43.24,05/28/2020
AM5129,EUR,Amsterdam,Fashion,36584167,29,EUR 42.90,EUR 3.96,EUR 62.04,05/28/2020
AM5129,EUR,Amsterdam,Fashion,67225036,61,EUR 21.45,EUR 2.97,EUR 30.03,05/28/2020
AM5129,EUR,Amsterdam,Electronics,30017089,48,EUR 62.16,EUR 3.36,EUR 80.64,05/28/2020
AM5129,EUR,Amsterdam,Kitchen,37798156,89,EUR 34.04,EUR 1.84,EUR 44.16,05/28/2020
AM5129,EUR,Amsterdam,Education,68320922,78,EUR 63.75,EUR 8.50,EUR 76.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,48562011,86,EUR 52.08,EUR 6.72,EUR 77.28,05/28/2020
AM5129,EUR,Amsterdam,Electronics,31382141,49,EUR 48.64,EUR 1.52,EUR 74.48,05/28/2020
AM5129,EUR,Amsterdam,Education,27674255,44,EUR 21.70,EUR 3.50,EUR 31.50,05/28/2020
AM5129,EUR,Amsterdam,Electronics,10856933,79,EUR 67.45,EUR 6.65,EUR 88.35,05/28/2020
AM5129,EUR,Amsterdam,Cosmetics,54516601,67,EUR 30.00,EUR 2.00,EUR 38.00,05/28/2020
AM5129,EUR,Amsterdam,Electronics,38410644,24,EUR 17.64,EUR 2.80,EUR 25.20,05/28/2020
AM5129,EUR,Amsterdam,Furniture,78524475,60,EUR 69.84,EUR 4.85,EUR 92.15,05/28/2020
PR1431,EUR,Prague,Cosmetics,60899658,73,EUR 23.80,EUR 2.45,EUR 32.55,05/28/2020
PR1431,EUR,Prague,Education,97643432,64,EUR 29.70,EUR 3.60,EUR 41.40,05/28/2020
PR1431,EUR,Prague,Furniture,23425292,52,EUR 57.67,EUR 7.90,EUR 71.10,05/28/2020
PR1431,EUR,Prague,Cosmetics,41772460,56,EUR 65.96,EUR 9.70,EUR 87.30,05/28/2020
PR1431,EUR,Prague,Furniture,52588500,41,EUR 70.30,EUR 7.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Education,98393249,92,EUR 54.27,EUR 8.10,EUR 72.90,05/28/2020
PR1431,EUR,Prague,Fashion,35870056,58,EUR 61.88,EUR 8.19,EUR 82.81,05/28/2020
PR1431,EUR,Prague,Furniture,15125122,51,EUR 30.72,EUR 1.44,EUR 46.56,05/28/2020
PR1431,EUR,Prague,Cosmetics,47710571,21,EUR 21.35,EUR 2.80,EUR 32.20,05/28/2020
PR1431,EUR,Prague,Furniture,40728759,19,EUR 10.98,EUR 1.44,EUR 16.56,05/28/2020
PR1431,EUR,Prague,Furniture,22702941,50,EUR 61.50,EUR 8.20,EUR 73.80,05/28/2020
PR1431,EUR,Prague,Groceries,77804870,39,EUR 14.88,EUR 2.40,EUR 21.60,05/28/2020
PR1431,EUR,Prague,Kitchen,69581604,23,EUR 7.59,EUR 0.88,EUR 10.12,05/28/2020
PR1431,EUR,Prague,Kitchen,48306579,70,EUR 48.00,EUR 6.40,EUR 57.60,05/28/2020
PR1431,EUR,Prague,Furniture,65472717,34,EUR 46.23,EUR 4.14,EUR 64.86,05/28/2020
PR1431,EUR,Prague,Groceries,59139099,59,EUR 71.78,EUR 7.76,EUR 89.24,05/28/2020
PR1431,EUR,Prague,Electronics,14899902,68,EUR 15.86,EUR 1.56,EUR 24.44,05/28/2020
PR1431,EUR,Prague,Electronics,56444702,74,EUR 48.18,EUR 3.65,EUR 69.35,05/28/2020
PR1431,EUR,Prague,Cosmetics,73388366,52,EUR 63.00,EUR 9.00,EUR 81.00,05/28/2020
PR1431,EUR,Prague,Electronics,15770568,54,EUR 31.49,EUR 3.29,EUR 43.71,05/28/2020
PR1431,EUR,Prague,Electronics,45952758,91,EUR 6.82,EUR 0.99,EUR 10.01,05/28/2020
PR1431,EUR,Prague,Cosmetics,57930603,61,EUR 16.20,EUR 1.35,EUR 25.65,05/28/2020
PR1431,EUR,Prague,Cosmetics,38701782,76,EUR 10.24,EUR 0.80,EUR 15.20,05/28/2020
PR1431,EUR,Prague,Electronics,19917907,90,EUR 41.48,EUR 1.22,EUR 59.78,05/28/2020
PR1431,EUR,Prague,Education,79598388,19,EUR 18.20,EUR 2.60,EUR 23.40,05/28/2020
PR1431,EUR,Prague,Cosmetics,25172119,19,EUR 17.52,EUR 1.68,EUR 22.32,05/28/2020
PR1431,EUR,Prague,Cosmetics,90126037,27,EUR 51.66,EUR 3.28,EUR 78.72,05/28/2020
PR1431,EUR,Prague,Fashion,39657592,86,EUR 44.53,EUR 5.49,EUR 55.51,05/28/2020
PR1431,EUR,Prague,Kitchen,87310791,87,EUR 62.56,EUR 8.28,EUR 83.72,05/28/2020
PR1431,EUR,Prague,Electronics,20428771,58,EUR 11.84,EUR 1.28,EUR 14.72,05/28/2020
PR1431,EUR,Prague,Fashion,93364257,100,EUR 31.50,EUR 3.36,EUR 38.64,05/28/2020
PR1431,EUR,Prague,Electronics,34436340,46,EUR 26.28,EUR 2.16,EUR 33.84,05/28/2020
PR1431,EUR,Prague,Cosmetics,35136718,87,EUR 10.98,EUR 1.26,EUR 16.74,05/28/2020
PR1431,EUR,Prague,Fashion,23070983,54,EUR 20.30,EUR 2.90,EUR 26.10,05/28/2020
PR1431,EUR,Prague,Cosmetics,60899658,56,EUR 50.25,EUR 3.00,EUR 72.00,05/28/2020
PR1431,EUR,Prague,Education,97643432,87,EUR 57.04,EUR 4.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Furniture,23425292,65,EUR 15.62,EUR 1.32,EUR 20.68,05/28/2020
PR1431,EUR,Prague,Cosmetics,41772460,19,EUR 19.50,EUR 2.34,EUR 23.66,05/28/2020
PR1431,EUR,Prague,Furniture,52588500,22,EUR 52.29,EUR 1.66,EUR 81.34,05/28/2020
PR1431,EUR,Prague,Education,98393249,70,EUR 9.94,EUR 1.26,EUR 12.74,05/28/2020
PR1431,EUR,Prague,Fashion,35870056,36,EUR 23.80,EUR 2.45,EUR 32.55,05/28/2020
PR1431,EUR,Prague,Furniture,15125122,12,EUR 29.70,EUR 3.60,EUR 41.40,05/28/2020
PR1431,EUR,Prague,Cosmetics,47710571,82,EUR 57.67,EUR 7.90,EUR 71.10,05/28/2020
PR1431,EUR,Prague,Furniture,40728759,71,EUR 65.96,EUR 9.70,EUR 87.30,05/28/2020
PR1431,EUR,Prague,Furniture,22702941,73,EUR 70.30,EUR 7.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Groceries,77804870,16,EUR 54.27,EUR 8.10,EUR 72.90,05/28/2020
PR1431,EUR,Prague,Kitchen,69581604,98,EUR 61.88,EUR 8.19,EUR 82.81,05/28/2020
PR1431,EUR,Prague,Kitchen,48306579,86,EUR 30.72,EUR 1.44,EUR 46.56,05/28/2020
PR1431,EUR,Prague,Furniture,65472717,19,EUR 21.35,EUR 2.80,EUR 32.20,05/28/2020
PR1431,EUR,Prague,Groceries,59139099,67,EUR 10.98,EUR 1.44,EUR 16.56,05/28/2020
PR1431,EUR,Prague,Electronics,14899902,85,EUR 61.50,EUR 8.20,EUR 73.80,05/28/2020
PR1431,EUR,Prague,Electronics,56444702,29,EUR 14.88,EUR 2.40,EUR 21.60,05/28/2020
PR1431,EUR,Prague,Cosmetics,73388366,51,EUR 7.59,EUR 0.88,EUR 10.12,05/28/2020
PR1431,EUR,Prague,Electronics,15770568,16,EUR 48.00,EUR 6.40,EUR 57.60,05/28/2020
PR1431,EUR,Prague,Electronics,45952758,87,EUR 46.23,EUR 4.14,EUR 64.86,05/28/2020
PR1431,EUR,Prague,Cosmetics,57930603,74,EUR 71.78,EUR 7.76,EUR 89.24,05/28/2020
PR1431,EUR,Prague,Cosmetics,38701782,69,EUR 15.86,EUR 1.56,EUR 24.44,05/28/2020
PR1431,EUR,Prague,Electronics,19917907,10,EUR 48.18,EUR 3.65,EUR 69.35,05/28/2020
PR1431,EUR,Prague,Education,79598388,66,EUR 63.00,EUR 9.00,EUR 81.00,05/28/2020
PR1431,EUR,Prague,Cosmetics,25172119,32,EUR 31.49,EUR 3.29,EUR 43.71,05/28/2020
PR1431,EUR,Prague,Cosmetics,90126037,46,EUR 6.82,EUR 0.99,EUR 10.01,05/28/2020
PR1431,EUR,Prague,Fashion,39657592,80,EUR 16.20,EUR 1.35,EUR 25.65,05/28/2020
PR1431,EUR,Prague,Kitchen,87310791,40,EUR 10.24,EUR 0.80,EUR 15.20,05/28/2020
PR1431,EUR,Prague,Electronics,20428771,99,EUR 41.48,EUR 1.22,EUR 59.78,05/28/2020
PR1431,EUR,Prague,Fashion,93364257,16,EUR 18.20,EUR 2.60,EUR 23.40,05/28/2020
PR1431,EUR,Prague,Electronics,34436340,84,EUR 17.52,EUR 1.68,EUR 22.32,05/28/2020
PR1431,EUR,Prague,Cosmetics,35136718,79,EUR 51.66,EUR 3.28,EUR 78.72,05/28/2020
PR1431,EUR,Prague,Fashion,23070983,42,EUR 44.53,EUR 5.49,EUR 55.51,05/28/2020
PR1431,EUR,Prague,Cosmetics,60899658,40,EUR 62.56,EUR 8.28,EUR 83.72,05/28/2020
PR1431,EUR,Prague,Education,97643432,16,EUR 11.84,EUR 1.28,EUR 14.72,05/28/2020
PR1431,EUR,Prague,Furniture,23425292,69,EUR 31.50,EUR 3.36,EUR 38.64,05/28/2020
PR1431,EUR,Prague,Cosmetics,41772460,62,EUR 26.28,EUR 2.16,EUR 33.84,05/28/2020
PR1431,EUR,Prague,Furniture,52588500,17,EUR 10.98,EUR 1.26,EUR 16.74,05/28/2020
PR1431,EUR,Prague,Education,98393249,40,EUR 20.30,EUR 2.90,EUR 26.10,05/28/2020
PR1431,EUR,Prague,Fashion,35870056,35,EUR 50.25,EUR 3.00,EUR 72.00,05/28/2020
PR1431,EUR,Prague,Furniture,15125122,45,EUR 57.04,EUR 4.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Cosmetics,47710571,70,EUR 15.62,EUR 1.32,EUR 20.68,05/28/2020
PR1431,EUR,Prague,Furniture,40728759,12,EUR 19.50,EUR 2.34,EUR 23.66,05/28/2020
PR1431,EUR,Prague,Furniture,22702941,57,EUR 52.29,EUR 1.66,EUR 81.34,05/28/2020
PR1431,EUR,Prague,Groceries,77804870,76,EUR 9.94,EUR 1.26,EUR 12.74,05/28/2020
PR1431,EUR,Prague,Kitchen,69581604,71,EUR 23.80,EUR 2.45,EUR 32.55,05/28/2020
PR1431,EUR,Prague,Kitchen,48306579,24,EUR 29.70,EUR 3.60,EUR 41.40,05/28/2020
